gender,age,zip,category,amt
1,42,39113,4,102.33
1,52,21913,11,920.59
0,70,63565,12,7.36
1,31,54229,9,5.5
0,67,64630,10,27.91
1,63,4210,0,10.53
0,37,28659,1,42.2
0,42,87117,4,120.25
0,35,33872,5,31.05
1,49,12460,11,91.73
1,25,78214,8,930.15
0,45,46254,10,61.29
0,49,59448,2,56.42
0,43,76626,4,96.8
0,57,2630,5,44.65
1,42,34112,10,157.18
0,37,73559,6,5.74
1,17,31771,0,28.13
1,23,15686,4,56.17
1,42,95827,2,60.51
1,89,12410,4,141.46
1,34,56379,2,60.44
0,59,76951,11,9.7
1,58,67584,6,12.81
1,65,4047,7,48.52
0,33,52535,4,125.36
0,80,68932,4,121.3
0,50,36758,4,117.78
0,69,17327,5,76.33
0,78,99113,2,51.88
1,44,97813,5,77.28
0,82,43160,1,120.83
0,50,10962,8,861.36
0,40,26292,0,459.01
0,43,99160,8,51.41
1,24,29455,7,16.1
1,46,22968,9,5.7
0,36,77007,11,5.58
0,35,33872,10,58.88
1,48,16314,4,59.45
1,34,46723,8,91.94
0,21,85086,0,17.2
1,46,68723,5,79.12
0,88,20776,0,9.18
0,33,6024,4,111.06
0,40,68859,1,63.14
1,66,46702,10,54.11
1,34,56379,6,60.61
0,24,41812,2,46.48
0,48,92585,1,13.57
0,75,13342,7,72.12
0,91,58531,3,58.28
0,50,73564,3,39.16
1,34,19456,2,8.96
0,80,68932,12,9.96
0,45,46254,7,47.97
1,44,16034,12,125.25
1,48,70056,4,58.6
1,21,72165,5,45.5
1,36,63010,9,28.09
0,36,39073,10,136.23
0,92,95537,6,24.2
0,49,62067,6,50.72
1,82,50527,4,318.74
0,52,67545,2,58.64
0,43,11978,6,50.01
1,26,36111,1,24.67
0,76,61530,12,3.27
0,44,12986,12,3.74
0,60,10280,11,898.72
0,50,10962,7,6.21
1,24,29455,11,4.27
1,28,7747,12,3.12
1,60,21524,1,66.95
0,30,13647,12,20.19
1,61,1330,6,51.3
1,57,76366,9,4.9
1,76,19017,12,809.39
1,33,3601,6,98.05
1,30,5486,6,82.09
0,33,32725,3,65.69
1,40,1844,9,189.09
0,37,29819,3,49.92
0,69,17327,0,157.87
1,58,12508,11,1054.9
1,87,70065,4,265.09
1,31,49826,12,150.42
1,44,55771,2,10.03
0,68,35581,2,52.82
0,58,21658,9,9.59
0,78,99113,7,20.84
1,57,59542,2,77.83
1,25,78214,12,7.82
0,28,43102,11,36.7
0,58,72341,6,12.18
1,48,82711,3,51.84
1,42,34112,7,21.04
0,48,15920,5,67.49
0,60,97850,11,1140.72
0,33,11955,1,96.57
1,41,65680,9,29.07
0,33,45307,10,26.35
1,31,49826,11,95.42
1,34,33040,0,5.76
0,36,48438,1,70.95
1,62,94569,13,5.56
1,93,68641,12,22.79
1,26,49440,2,73.33
0,62,14510,0,15.91
0,28,71291,8,2.33
0,56,76857,6,248.79
0,38,50469,2,58.02
1,73,3753,8,104.29
0,51,7980,5,103.73
1,47,29436,9,298.73
0,80,68932,2,55.68
0,65,97441,9,159.68
0,24,29438,5,4.89
1,52,30257,2,90.28
0,66,57340,10,112.31
1,30,5486,4,263.06
0,49,49895,5,131.6
0,36,39073,6,27.99
1,61,46366,11,1053.41
0,43,99160,7,43.4
0,62,14510,2,81.9
1,36,75048,2,61.89
0,79,62939,4,82.95
1,30,67529,8,850.6
0,50,76665,8,314.34
1,80,63353,8,805.96
0,51,35903,10,7.87
1,25,40077,6,14.92
0,65,97441,2,48.09
0,92,63336,4,143.99
1,22,99033,7,24.02
1,47,15217,4,65.34
0,50,76665,0,169.85
1,45,78248,10,12.45
1,65,4047,10,11.93
1,39,37754,11,2.21
0,27,48193,12,459.03
0,49,57036,1,117.75
1,34,76248,0,9.42
0,40,82227,10,56.64
0,50,3816,13,5.09
1,79,56729,11,2.29
1,28,28314,12,121.54
1,41,79063,9,45.31
0,44,70808,11,1.13
0,81,24070,11,1025.63
0,47,82063,1,3.87
1,80,74633,12,6.82
1,29,79085,8,116.96
1,70,70466,8,7.37
0,50,36758,2,79.21
1,64,68961,8,683.67
0,44,72476,13,1.56
1,41,65680,9,34.68
0,79,82190,2,74.46
0,40,25526,0,74.71
1,53,80021,9,7.3
0,34,37663,1,130.17
1,55,71960,0,70.26
1,37,11964,12,160.11
0,54,29817,12,189.14
0,55,56592,12,6.7
1,95,41836,6,29.04
0,55,39157,1,113.14
0,38,44412,5,16.82
0,17,60958,1,15.56
0,36,39073,6,262.82
1,34,55046,10,35.87
0,80,57717,5,47.63
0,54,96103,2,18.55
1,27,5654,1,54.61
0,66,38740,4,159.21
0,54,33620,9,9.26
0,32,64019,5,4.89
1,68,75236,8,781.3
0,40,26292,11,4.21
1,23,12534,11,6.7
0,49,62067,5,10.82
0,59,40209,1,45.98
1,51,47032,7,65.7
1,42,39113,7,52.47
1,52,62360,10,55.87
0,76,61530,1,32.73
1,67,43760,4,102.8
0,61,47987,10,17.32
0,37,98238,2,41.49
0,29,24970,7,117.54
0,54,33620,9,69.57
0,44,12986,3,76.33
0,33,87558,11,1073.89
1,27,49775,4,103.62
0,53,58765,4,135.34
0,49,58259,11,1017.04
0,32,65072,0,135.85
0,47,28073,12,4.76
0,44,33470,10,43.36
1,40,77417,4,295.47
1,65,28372,9,146.93
0,52,67545,6,46.33
1,33,3601,13,485.12
1,34,33040,4,303.92
0,48,29939,3,84.89
1,34,24340,12,69.7
0,35,20036,8,39.56
1,17,31771,8,28.51
1,17,31771,4,59.95
0,44,12986,7,62.36
0,49,74536,6,12.0
1,49,87533,2,58.16
0,49,36617,2,91.45
0,45,46254,10,103.69
1,49,87533,12,6.57
0,33,49259,9,15.38
0,49,17041,2,47.19
0,81,24070,8,9.28
1,47,50073,5,74.58
0,62,14510,4,108.6
1,28,28314,11,4.97
0,31,11796,13,7.5
1,89,80138,12,5.28
1,21,3818,2,35.91
1,27,82501,11,21.18
1,53,53926,3,15.46
0,95,72513,12,961.63
0,51,79759,2,39.7
0,27,7439,3,29.78
0,24,41812,11,189.86
0,55,25442,2,87.12
0,24,45150,1,2.44
0,23,16114,0,81.63
1,47,90650,8,180.18
0,32,96136,9,8.56
0,48,61454,4,84.54
0,36,39073,1,19.86
0,26,32565,11,1.85
0,26,49628,2,62.28
1,35,24433,3,61.58
0,53,62673,5,49.53
1,37,33981,7,61.67
1,93,68641,2,51.32
0,50,36758,9,6.79
0,22,23106,10,12.59
1,34,24878,4,91.29
0,44,70808,9,63.11
1,26,90250,7,17.1
0,75,15449,10,2.68
0,23,54487,2,56.1
0,38,79539,4,88.46
0,51,7980,3,37.75
0,36,64874,6,2.22
0,36,94558,5,43.31
1,59,43903,11,947.22
0,73,58579,1,94.18
1,43,37132,7,96.96
0,21,88355,2,87.71
0,37,28659,13,4.44
1,28,7005,5,103.5
1,31,84532,12,9.19
1,55,44223,4,282.53
0,22,11217,2,43.56
1,41,25213,1,2.7
0,25,77327,0,7.22
1,76,19017,5,41.91
1,23,12534,7,10.62
0,42,45622,7,19.36
1,20,55606,12,188.52
1,34,56379,7,76.24
1,57,50421,11,133.82
1,54,49613,2,57.56
0,49,36749,9,2.18
0,31,32323,4,77.06
0,57,71232,1,131.64
1,46,64659,13,508.54
0,43,99160,9,2.58
1,32,16362,4,288.76
0,35,82514,4,75.72
1,48,16858,10,54.03
1,27,78631,2,71.74
1,44,33956,5,105.17
0,27,37932,13,3.36
0,74,89109,11,938.98
1,38,58769,7,46.15
0,66,57340,2,61.51
0,36,33967,10,19.73
1,27,78631,12,146.52
0,36,21872,11,7.01
1,43,80436,5,73.85
1,36,63010,13,8.82
1,93,93529,12,3.14
0,62,90014,12,873.31
0,21,88355,11,7.05
1,44,97813,4,100.19
0,36,71854,6,146.62
1,53,29209,11,24.13
0,24,45150,10,12.95
0,24,41812,2,67.15
1,17,53228,1,1.09
0,44,12986,11,339.86
1,39,31567,2,60.49
0,44,56546,12,6.27
1,57,87540,10,111.56
1,34,46723,0,75.34
1,59,6444,2,68.77
0,86,68881,12,839.35
0,63,43330,6,52.7
0,48,61454,12,7.27
0,44,12986,3,67.41
0,36,94558,12,6.86
0,51,12092,11,1062.13
0,22,18103,9,7.1
1,48,93627,6,69.66
0,50,76665,6,157.53
1,59,33813,9,7.5
1,75,28423,8,9.22
1,63,39665,6,50.75
0,48,29939,6,59.74
1,54,47869,4,132.71
0,48,95453,4,191.47
1,93,14522,11,991.91
0,33,49259,2,68.5
0,30,78584,7,15.92
1,62,35803,13,1.52
1,77,30756,0,4.46
1,42,35776,3,41.22
0,33,87558,9,9.5
0,36,39073,4,226.81
0,61,13316,2,56.08
0,68,35581,6,54.05
0,17,60958,4,314.42
1,52,31329,7,57.01
0,74,39840,1,106.54
1,34,32780,3,54.24
1,62,92128,10,89.62
0,39,97034,7,97.86
1,68,14425,2,73.44
1,52,21913,10,13.8
0,49,57374,8,2.09
0,49,57374,2,86.57
1,53,68403,4,135.46
0,45,4555,0,54.73
1,72,66070,7,12.41
0,46,29911,7,36.12
0,61,61830,6,19.59
1,48,20634,11,1.48
0,40,53129,10,40.3
0,45,79237,9,7.08
1,40,82936,3,53.7
1,81,99783,11,1006.4
0,24,45150,10,1.92
0,92,36507,0,63.84
1,63,49705,5,1.42
0,70,15432,10,29.07
0,46,80120,13,2.38
1,44,10604,11,17.98
0,59,76951,8,2.92
1,52,62360,1,72.29
1,25,40077,7,4.6
1,57,13484,6,29.19
1,61,48371,7,34.74
0,21,71960,12,158.67
1,80,63353,12,6.25
0,36,23937,2,63.98
1,34,80005,3,57.18
1,47,94619,12,1.8
0,28,67851,6,46.52
0,26,49628,4,112.47
1,25,78214,10,11.67
1,45,78248,11,81.49
0,81,24070,7,29.32
1,53,68403,12,4.62
0,42,45622,4,97.89
0,29,14816,9,80.92
1,41,48088,9,4.48
0,35,33872,6,34.28
0,50,73564,6,115.66
1,26,4364,8,797.57
1,53,26237,10,179.27
0,25,55080,12,11.3
1,31,73754,10,67.0
0,28,72042,4,199.91
0,33,49259,13,2.96
0,88,20776,5,17.48
0,36,77007,1,189.59
1,36,60072,4,88.25
0,32,64019,10,106.76
1,49,48174,9,5.12
0,53,14586,8,113.46
0,60,39653,9,412.61
0,37,98238,9,3.82
1,30,67529,4,301.64
0,93,19310,6,49.7
0,50,91321,3,54.83
1,54,88325,9,5.79
1,35,23303,10,81.94
0,85,20882,1,63.43
1,51,44857,13,4.92
1,56,8323,12,8.89
1,67,28117,9,1.64
0,45,72011,1,56.85
1,51,80014,1,167.99
1,66,46702,8,6.66
0,48,68638,2,52.93
1,46,31042,1,60.16
1,20,63021,5,72.83
1,37,40914,4,290.95
0,40,26292,12,1.54
0,44,75452,13,2.57
0,73,32442,0,16.18
1,48,16314,12,347.66
1,35,1535,11,1092.74
1,54,88325,7,113.69
0,45,4555,11,43.11
1,74,22824,5,79.18
0,30,13647,7,20.33
0,60,29032,10,1.49
0,31,84002,10,29.84
1,24,4287,10,334.67
0,21,56668,9,13.72
1,60,21524,2,58.64
0,49,74536,6,83.56
1,65,4047,12,6.65
0,25,77327,9,2.16
0,60,97850,8,768.0
0,30,47451,2,89.97
1,40,1844,5,13.04
0,63,13615,13,7.97
0,68,12910,5,83.12
0,44,72476,2,56.63
1,52,30257,0,20.51
0,61,13316,1,13.6
0,64,83869,4,112.85
1,27,61272,13,499.1
0,53,97383,0,4.59
0,54,96103,6,6.87
1,30,33844,3,39.41
0,36,98665,4,190.57
1,71,33809,6,55.54
1,48,61477,0,75.94
0,31,58569,9,2.99
0,27,48193,7,17.99
0,26,49628,4,90.26
1,85,45879,4,306.93
0,49,36749,10,8.1
0,25,77327,11,1037.03
1,48,70056,8,2.11
0,75,76631,2,65.41
0,17,60958,4,46.31
1,66,92210,4,56.89
0,61,61830,7,35.54
0,94,1612,12,47.16
0,81,8324,3,42.15
1,51,48202,4,299.35
0,33,87558,0,53.21
1,40,1844,1,312.57
1,26,36111,11,3.52
1,59,11413,1,107.3
0,31,58569,5,82.48
0,50,75092,7,18.49
1,93,27311,5,52.26
1,45,54154,11,2.83
1,48,16314,7,16.39
1,58,90240,2,11.14
1,59,6444,13,1.51
1,94,27051,8,609.58
1,60,21524,4,327.34
1,36,53924,6,75.2
1,74,22824,9,7.64
0,53,97383,10,25.48
1,54,48221,2,73.32
1,37,38922,9,253.26
1,33,81005,4,62.22
1,45,34668,7,96.72
0,48,64076,4,194.45
0,80,57717,11,4.35
0,25,77327,0,76.29
0,25,55080,2,42.87
0,24,41812,12,93.92
0,54,78113,11,9.65
1,29,45801,0,51.06
1,56,28901,6,147.3
1,93,93529,10,74.43
0,45,4555,5,19.51
1,57,76366,10,214.6
1,39,62970,9,42.23
0,49,64686,2,10.41
1,62,94569,11,9.97
1,55,35764,2,60.79
0,55,92882,2,86.74
1,34,55046,6,95.05
1,44,55771,5,70.16
1,58,31561,2,23.02
1,43,59014,12,109.03
1,32,15324,3,50.72
0,22,42171,11,7.43
0,81,24070,11,1122.27
0,51,35903,10,68.62
1,27,97910,9,42.41
0,40,18433,0,43.7
1,67,43760,2,18.26
1,64,52768,12,8.24
0,37,98027,0,10.47
0,36,21872,12,147.46
0,44,12986,1,43.28
1,46,48034,2,64.84
0,33,87558,3,48.35
0,92,95537,9,6.37
0,72,56549,13,776.83
1,36,75048,6,84.19
0,24,41812,5,2.79
1,52,37849,12,8.24
0,54,33620,7,69.52
1,54,59632,7,2.32
1,59,14711,7,18.05
0,65,97441,7,59.79
0,37,75703,7,72.38
1,36,63010,4,316.98
0,43,24266,0,201.27
0,61,10548,12,877.08
0,44,72529,6,47.16
1,31,49826,11,92.94
0,24,45150,6,35.34
0,44,75452,4,206.07
0,36,39073,8,8.64
1,56,31003,7,24.68
1,48,16858,13,4.77
0,27,37932,12,5.5
0,85,97014,10,19.02
1,39,46322,1,34.75
1,27,13811,6,12.77
0,58,29180,4,294.91
0,55,43408,11,6.11
0,34,66941,2,62.65
1,60,62888,11,2.05
0,21,85086,2,33.61
0,49,74536,4,139.44
0,49,74536,2,37.26
1,26,4364,9,7.99
0,69,62266,12,876.03
1,65,61335,1,4.99
0,36,62926,2,52.04
0,32,64019,8,2.99
0,69,70003,7,157.77
1,28,73034,4,63.48
0,33,85173,6,6.81
1,66,92210,0,5.74
1,22,99033,7,34.06
1,52,62360,1,89.24
0,25,55080,12,7.8
1,51,44857,4,320.26
0,50,74131,5,19.94
1,27,70726,6,85.95
0,35,33872,3,57.93
1,35,60091,10,17.07
0,22,23106,11,38.51
1,81,99783,2,20.45
1,46,64659,13,9.9
1,75,43985,10,71.33
0,61,47863,0,9.44
0,33,52535,4,102.36
0,47,28073,12,1.82
1,47,50073,11,82.72
1,31,51632,2,10.13
1,35,24433,5,75.91
0,61,33417,7,97.12
0,46,63665,12,5.52
1,56,47842,4,312.88
0,47,68031,1,47.4
0,33,64114,6,56.13
0,33,28654,5,31.6
1,56,28901,4,289.48
1,37,38922,11,1008.0
1,25,40077,7,50.68
1,68,67635,10,30.15
0,40,10039,2,10.76
0,54,40820,2,63.28
1,23,12534,12,1.03
0,49,64686,3,47.66
0,34,35554,6,66.13
0,30,78584,0,86.3
0,47,68031,4,92.22
1,38,58769,1,61.77
1,35,49629,10,75.64
0,50,55128,8,2.47
1,17,53228,0,24.28
1,43,37132,9,35.38
1,49,35747,3,104.01
1,65,14707,6,4.73
1,83,72524,8,138.54
1,40,21619,2,63.81
0,56,38079,1,196.49
0,36,33967,0,113.57
0,70,15432,7,54.3
0,59,38949,2,90.04
0,39,99323,7,39.72
1,53,12093,2,36.11
0,50,41056,4,197.08
1,22,99033,11,148.57
0,49,64686,11,955.52
1,58,44702,4,74.27
1,43,37132,2,41.82
0,26,32565,7,228.83
0,28,29081,9,17.02
0,35,20036,7,116.73
1,43,12455,11,76.02
0,71,68950,2,65.01
0,57,71232,13,9.75
1,42,34112,6,35.83
1,59,62424,11,7.27
1,22,99033,5,41.17
0,43,24266,6,55.02
1,39,37754,8,181.1
0,86,68881,10,281.14
1,54,7022,6,20.53
1,51,24927,2,100.62
1,32,33710,2,78.15
0,54,40170,8,10.48
0,49,36617,6,28.15
1,26,36111,4,73.79
1,46,64659,11,91.37
0,30,13647,0,13.41
1,56,21865,11,246.81
1,24,17051,0,33.23
0,36,19149,10,14.79
0,29,76050,2,10.57
1,77,30756,8,8.91
1,20,63021,5,28.88
0,26,32565,8,126.6
0,43,70774,9,1.8
1,59,22853,0,3.97
1,47,15217,5,67.32
1,27,49775,4,97.65
1,35,24433,11,106.76
0,69,73754,9,14.46
1,39,47515,7,51.21
1,33,87035,2,44.07
1,59,14711,5,4.74
1,93,27311,12,8.0
0,46,63665,10,42.76
0,58,16034,13,2.15
0,75,25106,2,71.12
1,27,49775,4,91.58
1,32,15324,9,7.64
0,21,99116,8,757.36
1,44,97813,9,29.64
1,41,65680,0,79.23
0,43,99160,13,8.81
1,88,44804,2,16.34
1,23,12534,4,57.38
1,31,15480,2,66.89
0,51,92637,12,9.14
0,44,56117,12,891.41
0,44,56117,2,69.95
0,30,47451,9,7.85
1,35,71762,7,24.29
1,34,95629,7,57.3
1,70,22151,0,7.38
1,86,55001,1,12.07
1,53,26237,0,3.12
1,26,15923,1,61.5
0,49,49895,3,45.05
1,45,82514,10,77.28
1,59,16878,12,1.26
1,28,28314,5,29.54
0,26,56138,8,4.19
0,46,5733,8,100.49
0,38,77026,4,204.05
1,49,48174,12,21.66
1,34,32780,0,107.12
1,64,86018,1,60.55
0,44,12986,5,23.47
0,37,98238,2,78.13
0,37,28659,3,68.31
1,32,16362,12,136.13
1,61,53559,11,914.93
0,86,68881,1,12.17
0,50,51521,2,79.57
1,42,7750,7,71.39
1,84,11419,2,70.18
1,26,49440,7,33.53
1,32,35022,4,69.83
1,55,35764,1,24.59
1,34,24340,12,4.11
0,33,52535,12,2.08
1,59,14711,0,7.73
0,26,15377,8,120.28
0,29,80951,6,134.4
0,59,27807,12,1.99
0,27,27837,12,463.45
1,59,62424,13,6.85
0,33,64114,8,12.1
1,63,39665,12,844.81
0,47,1257,1,9.39
0,48,61454,3,39.86
0,69,40202,7,172.92
0,24,95148,0,141.89
1,41,57756,0,81.72
1,36,60072,8,86.22
1,27,82501,6,75.88
0,58,21658,6,83.62
0,36,19149,10,60.49
1,39,91206,12,6.5
0,49,56548,0,20.83
0,50,74131,5,35.98
1,65,28372,10,11.63
0,50,55128,11,35.46
0,61,44265,4,316.57
0,23,54487,2,58.84
0,59,40209,6,86.46
1,54,83120,11,28.2
1,38,58769,9,44.1
1,66,47434,2,57.11
0,46,60963,12,8.18
0,37,98238,12,33.35
0,38,91702,4,195.12
1,37,21750,7,92.93
1,59,33813,11,5.03
0,51,35903,1,37.76
1,30,10463,2,68.92
0,28,29081,6,64.02
1,67,43760,7,5.75
0,48,29939,12,7.7
1,39,66020,4,297.86
1,47,15217,12,7.11
0,49,62935,5,21.26
1,72,13425,2,59.02
0,34,29809,10,53.05
1,63,4210,7,31.74
0,25,2908,0,156.63
1,67,54499,11,984.22
1,65,4047,10,19.86
0,95,31563,12,65.14
0,40,18433,9,77.3
0,68,35581,12,26.69
0,85,54981,2,65.61
0,48,95453,0,26.93
1,28,73034,11,9.35
0,56,76857,11,3.34
1,37,40914,13,468.76
0,64,16839,13,1.91
0,71,3452,10,25.04
1,76,69201,12,5.63
0,70,63565,13,1363.85
1,73,36541,0,1.94
0,37,82901,3,65.39
1,62,64017,2,70.95
1,33,81005,2,52.96
0,36,19149,1,42.12
1,27,5654,9,31.14
0,59,76905,7,45.06
1,64,68961,2,41.78
0,27,24986,9,36.59
0,33,87558,7,100.57
1,59,54654,4,105.98
0,36,13361,0,502.25
1,35,60091,3,58.11
1,73,74074,4,282.52
0,94,1612,9,7.54
1,72,66070,11,1126.12
0,63,43330,2,64.23
0,47,82063,6,3.0
0,31,13755,1,8.32
0,42,63867,2,64.7
0,26,49628,2,47.88
1,61,89084,1,42.6
1,59,11413,9,7.35
1,33,3601,4,306.7
1,21,3818,2,83.53
1,36,75048,12,94.75
1,35,24433,9,32.08
0,27,7439,5,281.77
1,36,53924,1,57.02
1,76,69201,5,24.8
1,30,53120,7,84.77
1,27,56152,2,72.21
0,40,18433,4,195.0
1,83,72524,5,209.05
0,86,85253,7,103.68
0,42,49854,11,26.07
1,44,55771,10,69.85
0,95,31563,11,11.52
1,24,4287,12,7.59
1,30,77379,2,88.74
1,42,95827,0,53.94
1,45,82514,1,53.76
0,92,95537,11,25.22
1,42,54418,5,76.01
1,47,45051,13,532.46
1,45,15557,11,5.84
1,27,70726,2,58.24
1,28,92267,8,1043.38
1,44,36853,5,20.79
0,47,98233,1,9.41
0,50,36758,1,2.6
0,53,33909,10,34.38
1,93,68641,0,15.1
0,49,59448,0,9.53
1,22,38761,3,29.21
0,33,11955,4,205.43
1,56,7640,7,150.85
0,62,14510,10,100.1
0,44,72476,4,224.82
1,32,59710,6,84.14
0,46,53801,2,70.87
1,53,42634,1,8.61
1,42,15077,12,139.57
1,38,58769,3,53.81
1,39,47515,7,50.69
1,36,1843,6,70.18
0,55,92882,11,7.28
0,37,36869,0,170.7
1,88,44804,6,76.99
0,22,46346,9,246.73
1,59,16239,2,99.45
0,22,42171,8,1.35
0,68,35581,1,70.02
0,70,70732,6,53.53
0,51,7980,0,88.17
0,48,61454,12,4.56
0,49,36617,5,79.06
0,48,50664,1,1.71
0,90,41254,7,52.08
1,35,24433,3,53.75
1,42,95827,11,6.75
1,69,68463,12,1.72
1,74,48206,4,72.07
1,45,73624,11,1164.36
0,58,62023,5,18.32
1,60,42211,10,28.14
0,25,13469,3,76.49
1,39,17088,8,774.65
0,37,29819,6,34.34
0,36,33967,11,1.51
0,49,36749,12,6.18
1,20,45638,1,172.82
0,75,13342,13,8.98
1,75,28423,7,30.82
0,45,76578,5,41.33
1,21,72165,12,145.14
0,92,95537,6,85.14
0,23,30009,7,11.99
1,44,97132,0,11.78
1,65,28372,2,73.21
1,37,27258,3,43.34
1,81,99783,11,217.77
0,26,49628,6,17.75
1,57,59542,4,106.66
1,77,76566,7,30.33
0,32,64019,0,540.67
0,80,15665,8,795.22
0,61,33417,11,823.24
0,71,75858,12,73.16
1,43,80436,13,495.98
0,54,29817,2,78.86
0,53,58765,7,79.2
1,84,11419,5,43.02
1,24,89512,2,87.18
0,28,71291,12,6.83
0,67,64630,8,3.15
1,37,38922,13,4.79
1,40,77417,11,98.44
1,48,93627,9,40.48
1,34,56379,6,4.46
1,27,49775,2,68.93
0,35,72583,7,37.45
0,85,97014,0,66.43
1,35,54559,4,125.47
1,66,46702,11,13.93
0,43,76626,13,4.89
1,41,57756,2,62.55
1,24,17051,6,34.51
0,38,79539,8,5.75
1,48,61477,7,48.05
0,40,68859,5,73.63
0,58,84325,5,16.74
1,31,51632,2,56.9
0,36,73027,5,24.97
1,41,57756,12,135.83
0,61,47987,12,27.76
0,28,43102,11,8.1
0,28,84003,12,234.04
0,64,83869,10,95.01
1,80,74633,12,834.59
1,21,3818,7,28.59
1,22,38761,9,5.03
0,33,45307,11,372.24
1,46,31042,11,92.72
0,37,28659,6,25.26
0,37,29819,9,23.43
1,39,37754,12,6.34
1,46,48034,6,19.98
1,48,20634,2,44.99
1,39,91206,4,66.3
0,82,43160,5,69.38
1,55,63453,10,55.57
0,45,72011,7,18.03
1,41,21790,2,63.22
0,42,33510,1,9.99
1,40,1844,4,294.64
0,53,44902,4,125.77
1,31,51632,12,6.2
0,23,5461,4,47.36
1,80,70062,7,17.8
1,36,63010,2,53.08
1,41,79063,1,62.19
1,35,60091,10,34.16
0,50,73564,1,2.66
0,64,31092,11,5.45
0,62,14510,11,992.8
0,85,20882,4,74.79
0,82,43160,1,89.27
0,47,1257,7,12.39
0,33,49259,9,1.78
1,38,43076,7,293.79
0,86,68881,1,4.87
0,30,47451,12,5.4
1,63,39572,10,51.0
0,25,77327,4,67.24
0,75,13342,6,4.81
0,63,13615,7,46.35
0,49,36617,3,48.49
1,31,5084,4,281.13
0,17,60958,2,102.46
0,30,13647,7,47.51
0,68,12910,4,113.15
1,30,54441,12,156.99
0,61,47987,10,32.17
0,23,54487,12,2.79
1,32,33710,13,8.32
0,71,39897,6,13.94
0,36,48438,7,214.72
1,55,44223,6,9.65
0,34,84540,8,48.42
1,73,68973,7,69.7
0,28,71291,5,61.73
1,40,7208,4,92.54
0,31,84002,5,85.91
1,87,70065,2,11.4
0,49,36617,1,61.77
0,50,74131,11,1.65
1,62,75238,12,31.17
1,49,87533,4,293.71
0,71,75858,13,1.65
1,47,90650,6,5.41
0,34,31605,4,226.41
0,53,14586,6,110.68
1,47,14778,4,102.95
1,37,33981,11,928.13
0,70,63565,10,70.75
1,29,45801,12,8.42
1,77,30756,1,32.24
0,26,97377,11,3.62
0,54,31305,12,42.72
1,61,74555,2,43.6
1,55,83643,13,9.88
0,79,53153,2,46.0
0,46,62262,12,1.56
0,58,14537,7,9.21
0,37,75662,0,149.68
0,50,74131,12,115.23
0,73,58579,4,136.1
0,55,25442,7,70.01
0,64,16839,11,3.43
1,41,57756,7,48.15
1,30,5486,1,72.76
0,52,98836,13,2.73
0,72,32065,8,856.13
0,22,46346,0,75.76
0,40,18433,7,19.94
1,26,48706,9,5.05
1,62,53803,1,54.7
0,34,17060,12,312.64
1,60,21524,2,18.32
0,42,45622,4,126.43
0,21,56668,7,50.65
0,38,91702,10,152.34
0,30,47451,7,16.66
1,52,21913,13,7.05
0,34,35554,5,57.03
1,31,57439,12,815.78
0,22,42171,10,40.1
0,61,41810,4,127.04
1,41,62571,5,73.77
0,27,7439,6,74.87
1,55,73134,4,294.87
0,25,13469,12,165.07
0,44,72476,7,2.55
0,32,64019,8,25.12
1,28,28314,2,72.9
0,24,45150,1,2.03
0,33,52535,1,3.0
1,43,37132,9,88.46
0,88,20776,11,3.39
0,26,97377,2,59.18
0,34,15486,6,1.31
0,28,43102,5,24.2
1,43,53061,0,5.12
0,69,70003,1,84.15
1,64,68961,8,7.65
1,65,4047,1,33.94
0,21,15010,11,948.82
0,26,49628,13,8.41
1,26,59871,9,165.97
0,47,98233,7,17.77
1,24,4287,4,307.24
1,34,24340,11,1047.08
1,51,47032,7,14.71
0,55,72959,11,6.02
1,48,70056,6,78.93
1,49,45331,2,60.13
0,30,34135,1,56.89
1,52,11944,12,927.18
1,66,35651,10,27.36
1,49,35747,7,20.13
0,65,58651,2,49.79
1,53,68403,0,70.7
1,57,50421,4,84.4
1,28,7747,6,60.1
1,45,15557,6,35.69
0,33,45307,4,339.56
0,43,24266,5,24.31
0,31,84002,6,233.53
1,61,46366,13,2.5
0,33,32725,7,38.96
0,49,26339,10,18.17
0,36,19149,4,164.35
0,63,43330,11,3.16
1,34,56379,1,43.31
1,26,90250,9,9.29
1,75,28423,5,66.95
1,77,76566,4,121.84
0,28,72042,6,142.84
0,72,15829,12,828.04
1,70,22015,7,70.38
1,77,45860,11,7.15
1,66,92210,10,59.21
0,65,58651,10,25.6
0,34,66941,8,95.99
0,36,33967,3,51.59
1,59,11413,13,5.86
1,54,88325,10,202.03
0,53,44902,2,52.02
1,41,62571,12,128.67
0,85,54981,0,51.54
0,48,68638,6,39.07
0,46,62262,11,4.81
1,59,22853,6,157.79
0,50,91321,4,209.03
0,58,23523,4,283.57
0,35,32784,0,180.8
1,46,59714,1,5.09
0,78,99113,9,456.02
0,33,87558,13,3.91
1,16,43321,13,1.86
1,44,36853,8,896.39
0,71,30426,4,142.27
0,21,15010,2,9.49
0,49,57374,8,7.95
0,44,33470,1,69.28
0,55,97452,4,297.37
1,36,63010,10,3.25
1,32,28611,8,843.91
1,27,61272,4,98.68
1,21,77566,9,231.38
0,28,72042,12,2.06
1,56,21865,0,10.42
0,36,19149,0,316.02
1,80,33762,11,1084.02
0,49,57374,2,62.65
1,33,56672,4,102.8
